Start Time,End Time,door_A,sens3_A,sens4_A,sens2_A,sens1_A,door_B,sens4_B,sens3_B,sens2_B,sens1_B,door_C,sens4_C,sens2_C,sens3_C,sense1_C,door_D,sens1_D,sens3_D,sens2_D,sens4_D,Label
2022-09-26 08:32:49.834399042,2022-09-26 08:32:53.455719385,,,,,,,,,,,,1,,1,,,,,,,C
2022-09-26 08:33:23.455719385,2022-09-26 08:33:23.455719385,,,,,,,,,,,,,,1,,,,,,,C
2022-09-26 08:33:53.455719385,2022-09-26 08:33:53.455719385,,,,,,,,,,,,,,1,,,,,,,C
2022-09-26 08:34:27.905466852,2022-09-26 08:34:27.905466852,,,,,,,,,,,,,,,1,,,,,,C
2022-09-26 08:34:57.905466852,2022-09-26 08:34:57.905466852,,,,,,,,,,,,,,,1,,,,,,C
2022-09-26 08:35:27.905466852,2022-09-26 08:35:27.905466852,,,,,,,,,,,,,,,1,,,,,,C
2022-09-26 08:35:57.905466852,2022-09-26 08:35:57.905466852,,,,,,,,,,,,,,,1,,,,,,C
2022-09-26 08:36:11.941000757,2022-09-26 08:36:11.941000757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-26 08:36:41.941000757,2022-09-26 08:36:41.941000757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-26 08:37:11.941000757,2022-09-26 08:37:11.941000757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-26 08:37:43.183641443,2022-09-26 08:37:43.183641443,,,,,,,,,,,,1,,,,,,,,,C
2022-09-26 08:39:27.290243158,2022-09-26 08:39:29.911563501,,,,,,,,,,,,,,,,,,1,,1,D
2022-09-26 08:41:06.739990625,2022-09-26 08:41:11.361310968,,,,,,,,,,,,,,,,,1,1,,,D
2022-09-26 08:41:41.361310968,2022-09-26 08:41:41.361310968,,,,,,,,,,,,,,,,,1,,,,D
2022-09-26 08:42:11.361310968,2022-09-26 08:42:11.361310968,,,,,,,,,,,,,,,,,1,,,,D
2022-09-26 08:42:41.361310968,2022-09-26 08:42:41.361310968,,,,,,,,,,,,,,,,,1,,,,D
2022-09-26 08:43:11.361310968,2022-09-26 08:43:11.361310968,,,,,,,,,,,,,,,,,1,,,,D
2022-09-26 08:43:34.639485559,2022-09-26 08:43:34.639485559,,,,,,,,,,,,,,,,,,,1,,D
2022-09-26 08:44:04.639485559,2022-09-26 08:44:04.639485559,,,,,,,,,,,,,,,,,,,1,,D
2022-09-26 08:44:34.639485559,2022-09-26 08:44:34.639485559,,,,,,,,,,,,,,,,,,,1,,D
2022-09-26 08:45:04.639485559,2022-09-26 08:45:04.639485559,,,,,,,,,,,,,,,,,,,1,,D
2022-09-26 08:45:34.639485559,2022-09-26 08:45:34.639485559,,,,,,,,,,,,,,,,,,,1,,D
2022-09-27 08:08:57.865408343,2022-09-27 08:08:57.865408343,1,,,,,,,,,,,,,,,,,,,,A
2022-09-27 08:09:03.108049029,2022-09-27 08:09:03.108049029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-27 08:09:33.108049029,2022-09-27 08:09:33.108049029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-27 08:10:03.108049029,2022-09-27 08:10:03.108049029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-27 08:10:33.108049029,2022-09-27 08:10:33.108049029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-27 08:12:13.386223620,2022-09-27 08:12:18.214650744,,,,1,1,,,,,,,,,,,,,,,,A
2022-09-27 08:13:40.214650744,2022-09-27 08:13:42.835971087,,,1,,1,,,,,,,,,,,,,,,,A
2022-09-27 08:14:12.835971087,2022-09-27 08:14:12.835971087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-27 08:14:42.835971087,2022-09-27 08:14:42.835971087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-27 08:15:12.835971087,2022-09-27 08:15:12.835971087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-27 08:15:42.835971087,2022-09-27 08:15:42.835971087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-27 08:16:16.321252459,2022-09-27 08:16:21.563893145,,,,,,,,,1,1,,,,,,,,,,,B
2022-09-27 08:16:51.563893145,2022-09-27 08:16:51.563893145,,,,,,,,,1,,,,,,,,,,,,B
2022-09-27 08:17:21.563893145,2022-09-27 08:17:21.563893145,,,,,,,,,1,,,,,,,,,,,,B
2022-09-27 08:17:51.563893145,2022-09-27 08:17:51.563893145,,,,,,,,,1,,,,,,,,,,,,B
2022-09-27 08:18:24.392320269,2022-09-27 08:18:24.392320269,,,,,,,,,,1,,,,,,,,,,,B
2022-09-27 08:18:54.392320269,2022-09-27 08:18:54.392320269,,,,,,,,,,1,,,,,,,,,,,B
2022-09-27 08:19:24.392320269,2022-09-27 08:19:24.392320269,,,,,,,,,,1,,,,,,,,,,,B
2022-09-27 08:19:54.392320269,2022-09-27 08:19:54.392320269,,,,,,,,,,1,,,,,,,,,,,B
2022-09-27 08:20:24.392320269,2022-09-27 08:20:24.392320269,,,,,,,,,,1,,,,,,,,,,,B
2022-09-27 08:21:33.013640612,2022-09-27 08:21:35.634960955,,,,,,,1,1,,,,,,,,,,,,,B
2022-09-27 08:22:05.634960955,2022-09-27 08:22:05.634960955,,,,,,,,1,,,,,,,,,,,,,B
2022-09-27 08:22:35.634960955,2022-09-27 08:22:35.634960955,,,,,,,,1,,,,,,,,,,,,,B
2022-09-27 08:23:05.634960955,2022-09-27 08:23:05.634960955,,,,,,,,1,,,,,,,,,,,,,B
2022-09-27 08:23:35.634960955,2022-09-27 08:23:35.634960955,,,,,,,,1,,,,,,,,,,,,,B
2022-09-27 08:24:05.634960955,2022-09-27 08:24:24.120242327,,,,,,,,1,,,1,,,1,,,,,,,C
2022-09-27 08:24:54.120242327,2022-09-27 08:24:54.120242327,,,,,,,,,,,,,,1,,,,,,,C
2022-09-27 08:25:24.120242327,2022-09-27 08:25:24.120242327,,,,,,,,,,,,,,1,,,,,,,C
2022-09-27 08:25:54.120242327,2022-09-27 08:25:54.120242327,,,,,,,,,,,,,,1,,,,,,,C
2022-09-27 08:26:15.948669451,2022-09-27 08:26:15.948669451,,,,,,,,,,,,1,,,,,,,,,C
2022-09-27 08:28:03.155776232,2022-09-27 08:28:03.155776232,,,,,,,,,,,,,,,1,,,,,,C
2022-09-27 08:28:33.155776232,2022-09-27 08:28:33.155776232,,,,,,,,,,,,,,,1,,,,,,C
2022-09-27 08:29:03.155776232,2022-09-27 08:29:03.155776232,,,,,,,,,,,,,,,1,,,,,,C
2022-09-27 08:29:33.155776232,2022-09-27 08:29:33.155776232,,,,,,,,,,,,,,,1,,,,,,C
2022-09-27 08:30:03.155776232,2022-09-27 08:30:03.155776232,,,,,,,,,,,,,,,1,,,,,,C
2022-09-27 08:30:33.155776232,2022-09-27 08:30:33.155776232,,,,,,,,,,,,,,,1,,,,,,C
2022-09-27 08:31:03.155776232,2022-09-27 08:31:08.191310137,,,,,,,,,,,,,1,,1,,,,,,C
2022-09-27 08:31:38.191310137,2022-09-27 08:31:38.191310137,,,,,,,,,,,,,1,,,,,,,,C
2022-09-27 08:32:08.191310137,2022-09-27 08:32:25.433950823,,,,,,,,,,,,1,1,,,,,,,,C
2022-09-27 08:35:27.297911852,2022-09-27 08:35:27.297911852,,,,,,,,,,,,,,,,1,,,,,D
2022-09-27 08:35:33.297911852,2022-09-27 08:35:33.297911852,,,,,,,,,,,,,,,,,1,,,,D
2022-09-27 08:36:03.297911852,2022-09-27 08:36:03.297911852,,,,,,,,,,,,,,,,,1,,,,D
2022-09-27 08:36:33.297911852,2022-09-27 08:36:33.297911852,,,,,,,,,,,,,,,,,1,,,,D
2022-09-27 08:37:03.297911852,2022-09-27 08:37:15.747659319,,,,,,,,,,,,,,,,,1,,1,1,D
2022-09-27 08:37:45.747659319,2022-09-27 08:37:45.747659319,,,,,,,,,,,,,,,,,,,1,,D
2022-09-27 08:38:15.747659319,2022-09-27 08:38:15.747659319,,,,,,,,,,,,,,,,,,,1,,D
2022-09-27 08:38:45.747659319,2022-09-27 08:38:45.747659319,,,,,,,,,,,,,,,,,,,1,,D
2022-09-27 08:39:12.954766100,2022-09-27 08:39:12.954766100,,,,,,,,,,,,,,,,,,1,,,D
2022-09-28 08:17:46.980294343,2022-09-28 08:17:52.222935029,1,1,,,,,,,,,,,,,,,,,,,A
2022-09-28 08:18:22.222935029,2022-09-28 08:18:22.222935029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-28 08:18:52.222935029,2022-09-28 08:18:52.222935029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-28 08:19:22.222935029,2022-09-28 08:19:22.222935029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-28 08:19:52.222935029,2022-09-28 08:19:52.222935029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-28 08:20:22.222935029,2022-09-28 08:20:22.222935029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-28 08:20:37.258468934,2022-09-28 08:20:37.258468934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-28 08:21:07.258468934,2022-09-28 08:21:07.258468934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-28 08:21:37.258468934,2022-09-28 08:21:37.258468934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-28 08:22:07.258468934,2022-09-28 08:22:07.258468934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-28 08:22:37.258468934,2022-09-28 08:22:37.258468934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-28 08:23:02.672682496,2022-09-28 08:23:02.672682496,,,,1,,,,,,,,,,,,,,,,,A
2022-09-28 08:24:37.086896058,2022-09-28 08:24:41.501109620,,,,1,1,,,,,,,,,,,,,,,,A
2022-09-28 08:27:01.536643525,2022-09-28 08:27:21.921419831,,,,1,1,,,,1,1,,,,,,,,,,,A
2022-09-28 08:27:51.921419831,2022-09-28 08:27:51.921419831,,,,,,,,,1,,,,,,,,,,,,B
2022-09-28 08:28:21.921419831,2022-09-28 08:28:21.921419831,,,,,,,,,1,,,,,,,,,,,,B
2022-09-28 08:28:51.921419831,2022-09-28 08:28:51.921419831,,,,,,,,,1,,,,,,,,,,,,B
2022-09-28 08:29:01.542740174,2022-09-28 08:29:01.542740174,,,,,,,,1,,,,,,,,,,,,,B
2022-09-28 08:29:31.542740174,2022-09-28 08:29:31.542740174,,,,,,,,1,,,,,,,,,,,,,B
2022-09-28 08:30:01.542740174,2022-09-28 08:30:01.542740174,,,,,,,,1,,,,,,,,,,,,,B
2022-09-28 08:30:31.542740174,2022-09-28 08:30:31.542740174,,,,,,,,1,,,,,,,,,,,,,B
2022-09-28 08:31:01.542740174,2022-09-28 08:31:01.542740174,,,,,,,,1,,,,,,,,,,,,,B
2022-09-28 08:31:31.542740174,2022-09-28 08:31:31.542740174,,,,,,,,1,,,,,,,,,,,,,B
2022-09-28 08:34:37.235128327,2022-09-28 08:34:37.235128327,,,,,,,,,,1,,,,,,,,,,,B
2022-09-28 08:35:07.235128327,2022-09-28 08:35:07.235128327,,,,,,,,,,1,,,,,,,,,,,B
2022-09-28 08:35:37.235128327,2022-09-28 08:35:37.235128327,,,,,,,,,,1,,,,,,,,,,,B
2022-09-28 08:36:07.235128327,2022-09-28 08:36:07.235128327,,,,,,,,,,1,,,,,,,,,,,B
2022-09-28 08:36:30.063555451,2022-09-28 08:36:42.963050385,,,,,,,1,,,,1,,,,1,,,,,,C
2022-09-28 08:37:12.963050385,2022-09-28 08:37:12.963050385,,,,,,,,,,,,,,,1,,,,,,C
2022-09-28 08:37:42.963050385,2022-09-28 08:37:42.963050385,,,,,,,,,,,,,,,1,,,,,,C
2022-09-28 08:38:12.963050385,2022-09-28 08:38:12.963050385,,,,,,,,,,,,,,,1,,,,,,C
2022-09-28 08:38:42.963050385,2022-09-28 08:38:42.963050385,,,,,,,,,,,,,,,1,,,,,,C
2022-09-28 08:39:12.963050385,2022-09-28 08:39:12.963050385,,,,,,,,,,,,,,,1,,,,,,C
2022-09-28 08:39:42.963050385,2022-09-28 08:39:48.205691071,,,,,,,,,,,,,1,,1,,,,,,C
2022-09-28 08:40:18.205691071,2022-09-28 08:40:18.205691071,,,,,,,,,,,,,1,,,,,,,,C
2022-09-28 08:40:48.205691071,2022-09-28 08:40:48.205691071,,,,,,,,,,,,,1,,,,,,,,C
2022-09-28 08:42:48.105186005,2022-09-28 08:42:48.105186005,,,,,,,,,,,,,,1,,,,,,,C
2022-09-28 08:43:18.105186005,2022-09-28 08:43:18.105186005,,,,,,,,,,,,,,1,,,,,,,C
2022-09-28 08:43:48.105186005,2022-09-28 08:43:48.105186005,,,,,,,,,,,,,,1,,,,,,,C
2022-09-28 08:44:18.105186005,2022-09-28 08:44:18.105186005,,,,,,,,,,,,,,1,,,,,,,C
2022-09-28 08:44:48.105186005,2022-09-28 08:44:48.105186005,,,,,,,,,,,,,,1,,,,,,,C
2022-09-28 08:47:34.626001282,2022-09-28 08:47:37.247321625,,,,,,,,,,,,,,,,,,1,,1,D
2022-09-28 08:50:13.868641968,2022-09-28 08:50:18.489962311,,,,,,,,,,,,,,,,,,1,1,,D
2022-09-28 08:50:48.489962311,2022-09-28 08:50:48.489962311,,,,,,,,,,,,,,,,,,,1,,D
2022-09-28 08:51:18.489962311,2022-09-28 08:51:18.489962311,,,,,,,,,,,,,,,,,,,1,,D
2022-09-28 08:51:48.489962311,2022-09-28 08:51:48.489962311,,,,,,,,,,,,,,,,,,,1,,D
2022-09-28 08:52:18.489962311,2022-09-28 08:52:27.525496216,,,,,,,,,,,,,,,,,,,1,1,D
2022-09-28 08:52:31.146816559,2022-09-28 08:52:31.146816559,,,,,,,,,,,,,,,,,1,,,,D
2022-09-28 08:53:01.146816559,2022-09-28 08:53:01.146816559,,,,,,,,,,,,,,,,,1,,,,D
2022-09-28 08:53:31.146816559,2022-09-28 08:53:31.146816559,,,,,,,,,,,,,,,,,1,,,,D
2022-09-28 08:54:01.146816559,2022-09-28 08:54:01.146816559,,,,,,,,,,,,,,,,,1,,,,D
2022-09-28 08:54:31.146816559,2022-09-28 08:54:31.146816559,,,,,,,,,,,,,,,,,1,,,,D
2022-09-29 08:06:33.801838343,2022-09-29 08:06:39.044479029,1,1,,,,,,,,,,,,,,,,,,,A
2022-09-29 08:07:09.044479029,2022-09-29 08:07:09.044479029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-29 08:07:39.044479029,2022-09-29 08:07:39.044479029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-29 08:08:09.044479029,2022-09-29 08:08:09.044479029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-29 08:08:39.044479029,2022-09-29 08:08:39.044479029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-29 08:09:09.044479029,2022-09-29 08:09:09.044479029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-29 08:09:34.080012934,2022-09-29 08:09:34.080012934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-29 08:10:04.080012934,2022-09-29 08:10:04.080012934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-29 08:10:34.080012934,2022-09-29 08:10:34.080012934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-29 08:11:04.080012934,2022-09-29 08:11:04.080012934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-29 08:11:34.080012934,2022-09-29 08:11:34.080012934,,,1,,,,,,,,,,,,,,,,,,A
2022-09-29 08:12:04.080012934,2022-09-29 08:12:24.494226496,,,1,1,,,,,,,,,,,,,,,,,A
2022-09-29 08:13:49.908440058,2022-09-29 08:13:54.322653620,,,,1,1,,,,,,,,,,,,,,,,A
2022-09-29 08:15:38.358187525,2022-09-29 08:15:58.742963831,,,,1,1,,,,1,1,,,,,,,,,,,A
2022-09-29 08:16:28.742963831,2022-09-29 08:16:28.742963831,,,,,,,,,1,,,,,,,,,,,,B
2022-09-29 08:16:58.742963831,2022-09-29 08:16:58.742963831,,,,,,,,,1,,,,,,,,,,,,B
2022-09-29 08:17:28.742963831,2022-09-29 08:17:28.742963831,,,,,,,,,1,,,,,,,,,,,,B
2022-09-29 08:17:58.742963831,2022-09-29 08:17:58.742963831,,,,,,,,,1,,,,,,,,,,,,B
2022-09-29 08:18:13.571390955,2022-09-29 08:18:13.571390955,,,,,,,,,,1,,,,,,,,,,,B
2022-09-29 08:18:43.571390955,2022-09-29 08:18:43.571390955,,,,,,,,,,1,,,,,,,,,,,B
2022-09-29 08:19:13.571390955,2022-09-29 08:19:13.571390955,,,,,,,,,,1,,,,,,,,,,,B
2022-09-29 08:20:39.192711298,2022-09-29 08:20:41.814031641,,,,,,,1,1,,,,,,,,,,,,,B
2022-09-29 08:21:11.814031641,2022-09-29 08:21:11.814031641,,,,,,,,1,,,,,,,,,,,,,B
2022-09-29 08:21:41.814031641,2022-09-29 08:21:41.814031641,,,,,,,,1,,,,,,,,,,,,,B
2022-09-29 08:22:05.849565546,2022-09-29 08:22:14.127740137,,,,,,,,,,,1,1,1,,,,,,,,C
2022-09-29 08:22:44.127740137,2022-09-29 08:22:44.127740137,,,,,,,,,,,,,1,,,,,,,,C
2022-09-29 08:23:14.127740137,2022-09-29 08:23:14.127740137,,,,,,,,,,,,,1,,,,,,,,C
2022-09-29 08:23:44.127740137,2022-09-29 08:23:44.127740137,,,,,,,,,,,,,1,,,,,,,,C
2022-09-29 08:24:14.127740137,2022-09-29 08:24:14.127740137,,,,,,,,,,,,,1,,,,,,,,C
2022-09-29 08:24:34.991701166,2022-09-29 08:24:34.991701166,,,,,,,,,,,,,,,1,,,,,,C
2022-09-29 08:25:04.991701166,2022-09-29 08:25:04.991701166,,,,,,,,,,,,,,,1,,,,,,C
2022-09-29 08:25:34.991701166,2022-09-29 08:25:34.991701166,,,,,,,,,,,,,,,1,,,,,,C
2022-09-29 08:26:04.991701166,2022-09-29 08:26:04.991701166,,,,,,,,,,,,,,,1,,,,,,C
2022-09-29 08:26:34.991701166,2022-09-29 08:26:34.991701166,,,,,,,,,,,,,,,1,,,,,,C
2022-09-29 08:27:04.991701166,2022-09-29 08:27:18.269875757,,,,,,,,,,,,1,,1,1,,,,,,C
2022-09-29 08:27:48.269875757,2022-09-29 08:27:48.269875757,,,,,,,,,,,,,,1,,,,,,,C
2022-09-29 08:28:18.269875757,2022-09-29 08:28:18.269875757,,,,,,,,,,,,,,1,,,,,,,C
2022-09-29 08:28:48.269875757,2022-09-29 08:28:48.269875757,,,,,,,,,,,,,,1,,,,,,,C
2022-09-29 08:30:06.512516443,2022-09-29 08:30:06.512516443,,,,,,,,,,,,1,,,,,,,,,C
2022-09-29 08:31:17.340943567,2022-09-29 08:31:21.583584253,,,,,,,,,,,1,1,,,,,,,,,C
2022-09-29 08:31:30.240438501,2022-09-29 08:31:30.240438501,,,,,,,,,,,,,,,,,,,1,,D
2022-09-29 08:32:00.240438501,2022-09-29 08:32:00.240438501,,,,,,,,,,,,,,,,,,,1,,D
2022-09-29 08:32:30.240438501,2022-09-29 08:32:51.068865625,,,,,,,,,,,,,,,,,,1,1,,D
2022-09-29 08:34:13.483079187,2022-09-29 08:34:18.311506311,,,,,,,,,,,,,,,,,1,1,,,D
2022-09-29 08:34:48.311506311,2022-09-29 08:34:48.311506311,,,,,,,,,,,,,,,,,1,,,,D
2022-09-29 08:35:18.311506311,2022-09-29 08:35:18.311506311,,,,,,,,,,,,,,,,,1,,,,D
2022-09-30 08:04:52.445584343,2022-09-30 08:04:57.688225029,1,1,,,,,,,,,,,,,,,,,,,A
2022-09-30 08:05:27.688225029,2022-09-30 08:05:27.688225029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-30 08:05:57.688225029,2022-09-30 08:05:57.688225029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-30 08:06:27.688225029,2022-09-30 08:06:27.688225029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-30 08:06:57.688225029,2022-09-30 08:06:57.688225029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-30 08:07:27.688225029,2022-09-30 08:07:27.688225029,,1,,,,,,,,,,,,,,,,,,,A
2022-09-30 08:10:50.137972496,2022-09-30 08:10:54.552186058,,,,1,1,,,,,,,,,,,,,,,,A
2022-09-30 08:13:33.173506401,2022-09-30 08:13:37.416147087,,,1,1,,,,,,,,,,,,,,,,,A
2022-09-30 08:14:07.416147087,2022-09-30 08:14:07.416147087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-30 08:14:37.416147087,2022-09-30 08:14:37.416147087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-30 08:15:07.416147087,2022-09-30 08:15:07.416147087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-30 08:15:37.416147087,2022-09-30 08:15:37.416147087,,,1,,,,,,,,,,,,,,,,,,A
2022-09-30 08:16:00.901428459,2022-09-30 08:16:06.144069145,,,,,,,,,1,1,,,,,,,,,,,B
2022-09-30 08:16:36.144069145,2022-09-30 08:16:36.144069145,,,,,,,,,1,,,,,,,,,,,,B
2022-09-30 08:17:06.144069145,2022-09-30 08:17:06.144069145,,,,,,,,,1,,,,,,,,,,,,B
2022-09-30 08:17:36.144069145,2022-09-30 08:17:36.144069145,,,,,,,,,1,,,,,,,,,,,,B
2022-09-30 08:18:06.144069145,2022-09-30 08:18:12.765389488,,,,,,,,1,1,,,,,,,,,,,,B
2022-09-30 08:18:42.765389488,2022-09-30 08:18:42.765389488,,,,,,,,1,,,,,,,,,,,,,B
2022-09-30 08:19:12.765389488,2022-09-30 08:19:12.765389488,,,,,,,,1,,,,,,,,,,,,,B
2022-09-30 08:19:42.765389488,2022-09-30 08:19:42.765389488,,,,,,,,1,,,,,,,,,,,,,B
2022-09-30 08:20:12.765389488,2022-09-30 08:20:12.765389488,,,,,,,,1,,,,,,,,,,,,,B
2022-09-30 08:20:41.871991203,2022-09-30 08:20:41.871991203,,,,,,,,,,1,,,,,,,,,,,B
2022-09-30 08:21:11.871991203,2022-09-30 08:21:11.871991203,,,,,,,,,,1,,,,,,,,,,,B
2022-09-30 08:21:41.871991203,2022-09-30 08:21:41.871991203,,,,,,,,,,1,,,,,,,,,,,B
2022-09-30 08:22:11.871991203,2022-09-30 08:22:11.871991203,,,,,,,,,,1,,,,,,,,,,,B
2022-09-30 08:22:41.871991203,2022-09-30 08:22:41.871991203,,,,,,,,,,1,,,,,,,,,,,B
2022-09-30 08:23:11.871991203,2022-09-30 08:23:11.871991203,,,,,,,,,,1,,,,,,,,,,,B
2022-09-30 08:24:59.735952232,2022-09-30 08:24:59.735952232,,,,,,,,,,,1,,,,,,,,,,C
2022-09-30 08:26:43.771486137,2022-09-30 08:26:43.771486137,,,,,,,,,,,,,,,1,,,,,,C
2022-09-30 08:27:13.771486137,2022-09-30 08:27:13.771486137,,,,,,,,,,,,,,,1,,,,,,C
2022-09-30 08:27:43.771486137,2022-09-30 08:27:43.771486137,,,,,,,,,,,,,,,1,,,,,,C
2022-09-30 08:28:13.771486137,2022-09-30 08:28:13.771486137,,,,,,,,,,,,,,,1,,,,,,C
2022-09-30 08:28:43.771486137,2022-09-30 08:28:43.771486137,,,,,,,,,,,,,,,1,,,,,,C
2022-09-30 08:29:13.771486137,2022-09-30 08:29:13.771486137,,,,,,,,,,,,,,,1,,,,,,C
2022-09-30 08:29:32.014126823,2022-09-30 08:29:36.256767509,,,,,,,,,,,,1,,1,,,,,,,C
2022-09-30 08:30:06.256767509,2022-09-30 08:30:06.256767509,,,,,,,,,,,,,,1,,,,,,,C
2022-09-30 08:30:36.256767509,2022-09-30 08:30:36.256767509,,,,,,,,,,,,,,1,,,,,,,C
2022-09-30 08:31:06.256767509,2022-09-30 08:31:06.256767509,,,,,,,,,,,,,,1,,,,,,,C
2022-09-30 08:31:30.913621757,2022-09-30 08:31:30.913621757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-30 08:32:00.913621757,2022-09-30 08:32:00.913621757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-30 08:32:30.913621757,2022-09-30 08:32:30.913621757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-30 08:33:00.913621757,2022-09-30 08:33:00.913621757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-30 08:33:30.913621757,2022-09-30 08:33:30.913621757,,,,,,,,,,,,,1,,,,,,,,C
2022-09-30 08:36:34.742048881,2022-09-30 08:36:47.641543815,,,,,,,,,,,1,1,,,,,,,1,,C
2022-09-30 08:37:17.641543815,2022-09-30 08:37:17.641543815,,,,,,,,,,,,,,,,,,,1,,D
2022-09-30 08:37:47.641543815,2022-09-30 08:37:47.641543815,,,,,,,,,,,,,,,,,,,1,,D
2022-09-30 08:38:17.641543815,2022-09-30 08:38:17.641543815,,,,,,,,,,,,,,,,,,,1,,D
2022-09-30 08:38:47.641543815,2022-09-30 08:38:47.641543815,,,,,,,,,,,,,,,,,,,1,,D
2022-09-30 08:39:17.641543815,2022-09-30 08:39:17.641543815,,,,,,,,,,,,,,,,,,,1,,D
2022-09-30 08:39:30.884184501,2022-09-30 08:39:35.505504844,,,,,,,,,,,,,,,,,1,,,1,D
2022-09-30 08:40:05.505504844,2022-09-30 08:40:05.505504844,,,,,,,,,,,,,,,,,1,,,,D
2022-09-30 08:40:35.505504844,2022-09-30 08:40:35.505504844,,,,,,,,,,,,,,,,,1,,,,D
2022-09-30 08:41:05.505504844,2022-09-30 08:41:05.505504844,,,,,,,,,,,,,,,,,1,,,,D
2022-09-30 08:41:35.505504844,2022-09-30 08:41:50.126825187,,,,,,,,,,,,,,,,,1,1,,,D
2022-10-01 08:19:02.774259343,2022-10-01 08:19:06.809793248,1,,1,,,,,,,,,,,,,,,,,,A
2022-10-01 08:19:36.809793248,2022-10-01 08:19:36.809793248,,,1,,,,,,,,,,,,,,,,,,A
2022-10-01 08:20:06.809793248,2022-10-01 08:20:06.809793248,,,1,,,,,,,,,,,,,,,,,,A
2022-10-01 08:20:36.809793248,2022-10-01 08:20:46.845327153,,1,1,,,,,,,,,,,,,,,,,,A
2022-10-01 08:21:16.845327153,2022-10-01 08:21:16.845327153,,1,,,,,,,,,,,,,,,,,,,A
2022-10-01 08:21:46.845327153,2022-10-01 08:21:46.845327153,,1,,,,,,,,,,,,,,,,,,,A
2022-10-01 08:22:16.845327153,2022-10-01 08:22:16.845327153,,1,,,,,,,,,,,,,,,,,,,A
2022-10-01 08:22:46.845327153,2022-10-01 08:22:46.845327153,,1,,,,,,,,,,,,,,,,,,,A
2022-10-01 08:23:16.845327153,2022-10-01 08:23:23.709288182,,1,,,1,,,,,,,,,,,,,,,,A
2022-10-01 08:25:41.123501744,2022-10-01 08:25:45.744822087,,,,1,1,,,,,,,,,,,,,,,,A
2022-10-01 08:28:27.608783116,2022-10-01 08:28:27.608783116,,,,,,1,,,,,,,,,,,,,,,B
2022-10-01 08:28:33.437210240,2022-10-01 08:28:33.437210240,,,,,,,,1,,,,,,,,,,,,,B
2022-10-01 08:29:03.437210240,2022-10-01 08:29:03.437210240,,,,,,,,1,,,,,,,,,,,,,B
2022-10-01 08:29:33.437210240,2022-10-01 08:29:33.437210240,,,,,,,,1,,,,,,,,,,,,,B
2022-10-01 08:30:03.437210240,2022-10-01 08:30:26.058530583,,,,,,,1,1,,,,,,,,,,,,,B
2022-10-01 08:31:42.886957707,2022-10-01 08:31:45.715384831,,,,,,,1,,1,,,,,,,,,,,,B
2022-10-01 08:32:15.715384831,2022-10-01 08:32:15.715384831,,,,,,,,,1,,,,,,,,,,,,B
2022-10-01 08:32:45.715384831,2022-10-01 08:32:45.715384831,,,,,,,,,1,,,,,,,,,,,,B
2022-10-01 08:33:16.372239079,2022-10-01 08:33:16.372239079,,,,,,,,,,1,,,,,,,,,,,B
2022-10-01 08:33:46.372239079,2022-10-01 08:33:46.372239079,,,,,,,,,,1,,,,,,,,,,,B
