2022-09-02,2022-09-02T08:09:31.221024343,PresenceSensor,door_A
2022-09-02,2022-09-02T08:11:37.084985372,FloorSensor,sens1_A
2022-09-02,2022-09-02T08:14:20.292092153,FloorSensor,sens1_A
2022-09-02,2022-09-02T08:14:25.534732839,FloorSensor,sens3_A
2022-09-02,2022-09-02T08:14:55.534732839,FloorSensor,sens3_A
2022-09-02,2022-09-02T08:15:25.534732839,FloorSensor,sens3_A
2022-09-02,2022-09-02T08:15:55.534732839,FloorSensor,sens3_A
2022-09-02,2022-09-02T08:16:25.534732839,FloorSensor,sens3_A
2022-09-02,2022-09-02T08:16:55.534732839,FloorSensor,sens3_A
2022-09-02,2022-09-02T08:17:04.777373525,FloorSensor,sens4_A
2022-09-02,2022-09-02T08:17:34.777373525,FloorSensor,sens4_A
2022-09-02,2022-09-02T08:18:04.777373525,FloorSensor,sens4_A
2022-09-02,2022-09-02T08:18:34.777373525,FloorSensor,sens4_A
2022-09-02,2022-09-02T08:18:46.227120992,PresenceSensor,door_B
2022-09-02,2022-09-02T08:18:50.262654897,FloorSensor,sens4_B
2022-09-02,2022-09-02T08:18:53.091082021,FloorSensor,sens2_B
2022-09-02,2022-09-02T08:19:23.091082021,FloorSensor,sens2_B
2022-09-02,2022-09-02T08:19:53.091082021,FloorSensor,sens2_B
2022-09-02,2022-09-02T08:20:23.091082021,FloorSensor,sens2_B
2022-09-02,2022-09-02T08:20:53.091082021,FloorSensor,sens2_B
2022-09-02,2022-09-02T08:21:23.091082021,FloorSensor,sens2_B
2022-09-02,2022-09-02T08:21:53.919509145,FloorSensor,sens1_B
2022-09-02,2022-09-02T08:22:23.919509145,FloorSensor,sens1_B
2022-09-02,2022-09-02T08:22:53.919509145,FloorSensor,sens1_B
2022-09-02,2022-09-02T08:23:23.919509145,FloorSensor,sens1_B
2022-09-02,2022-09-02T08:25:21.540829488,FloorSensor,sens4_B
2022-09-02,2022-09-02T08:25:24.162149831,FloorSensor,sens3_B
2022-09-02,2022-09-02T08:25:54.162149831,FloorSensor,sens3_B
2022-09-02,2022-09-02T08:26:24.162149831,FloorSensor,sens3_B
2022-09-02,2022-09-02T08:26:54.162149831,FloorSensor,sens3_B
2022-09-02,2022-09-02T08:27:24.162149831,FloorSensor,sens3_B
2022-09-02,2022-09-02T08:27:31.197683736,PresenceSensor,door_C
2022-09-02,2022-09-02T08:29:45.233217641,FloorSensor,sense1_C
2022-09-02,2022-09-02T08:30:15.233217641,FloorSensor,sense1_C
2022-09-02,2022-09-02T08:30:45.233217641,FloorSensor,sense1_C
2022-09-02,2022-09-02T08:31:15.233217641,FloorSensor,sense1_C
2022-09-02,2022-09-02T08:31:45.233217641,FloorSensor,sense1_C
2022-09-02,2022-09-02T08:34:22.304285451,FloorSensor,sens3_C
2022-09-02,2022-09-02T08:34:52.304285451,FloorSensor,sens3_C
2022-09-02,2022-09-02T08:35:22.304285451,FloorSensor,sens3_C
2022-09-02,2022-09-02T08:35:27.925605794,FloorSensor,sens2_C
2022-09-02,2022-09-02T08:35:57.925605794,FloorSensor,sens2_C
2022-09-02,2022-09-02T08:36:27.925605794,FloorSensor,sens2_C
2022-09-02,2022-09-02T08:36:53.961139699,FloorSensor,sens4_C
2022-09-02,2022-09-02T08:36:58.203780385,PresenceSensor,door_C
2022-09-02,2022-09-02T08:37:04.653527852,FloorSensor,sens4_D
2022-09-02,2022-09-02T08:37:07.274848195,FloorSensor,sens3_D
2022-09-02,2022-09-02T08:38:38.896168538,FloorSensor,sens3_D
2022-09-02,2022-09-02T08:38:43.517488881,FloorSensor,sens2_D
2022-09-02,2022-09-02T08:39:13.517488881,FloorSensor,sens2_D
2022-09-02,2022-09-02T08:39:43.517488881,FloorSensor,sens2_D
2022-09-02,2022-09-02T08:40:13.517488881,FloorSensor,sens2_D
2022-09-02,2022-09-02T08:40:43.517488881,FloorSensor,sens2_D
2022-09-02,2022-09-02T08:41:13.517488881,FloorSensor,sens2_D
2022-09-02,2022-09-02T08:41:23.553022786,FloorSensor,sens4_D
2022-09-02,2022-09-02T08:41:27.174343129,FloorSensor,sens1_D
2022-09-02,2022-09-02T08:41:57.174343129,FloorSensor,sens1_D
2022-09-02,2022-09-02T08:42:27.174343129,FloorSensor,sens1_D
2022-09-02,2022-09-02T08:42:57.174343129,FloorSensor,sens1_D
2022-09-03,2022-09-03T08:19:18.990281343,PresenceSensor,door_A
2022-09-03,2022-09-03T08:22:05.232922029,FloorSensor,sens2_A
2022-09-03,2022-09-03T08:22:10.268455934,FloorSensor,sens3_A
2022-09-03,2022-09-03T08:22:40.268455934,FloorSensor,sens3_A
2022-09-03,2022-09-03T08:23:10.268455934,FloorSensor,sens3_A
2022-09-03,2022-09-03T08:23:40.268455934,FloorSensor,sens3_A
2022-09-03,2022-09-03T08:23:57.096883058,FloorSensor,sens4_A
2022-09-03,2022-09-03T08:24:27.096883058,FloorSensor,sens4_A
2022-09-03,2022-09-03T08:24:57.096883058,FloorSensor,sens4_A
2022-09-03,2022-09-03T08:25:27.096883058,FloorSensor,sens4_A
2022-09-03,2022-09-03T08:25:57.096883058,FloorSensor,sens4_A
2022-09-03,2022-09-03T08:26:20.303989839,FloorSensor,sens1_A
2022-09-03,2022-09-03T08:28:21.546630525,FloorSensor,sens1_A
2022-09-03,2022-09-03T08:28:25.789271211,FloorSensor,sens2_A
